id,uniq_id,date_time,city_id,city_name,customer_id,first_name,last_name,item_id,item_name,quantity,payment_amount
1,2ff8ae8393f63d67d84fa96fae0727b2,2023-08-21T00:00:00,0,Москва,1819,Евгения,Козлова,4,Сахар песок,5,250
2,6e314d3b1f32feff195938cb5043736d,2023-08-21T00:00:00,2,Ярославль,8619,Снежанна,Егорова,10,Томаты,5,250
3,7178e2e54464215392073b56e58a7c0d,2023-08-21T00:00:00,0,Москва,3318,Светлана,Волкова,8,Лампочка LED,5,1500
4,693d65b9f3f9bfa1248dcf7b77b570d3,2023-08-21T00:00:00,2,Ярославль,1817,Евгения,Козлова,11,Хлеб ржаной,2,40
5,7f49a9b86900cd45f8cfb24af4dfa8a7,2023-08-21T00:00:00,2,Ярославль,5803,Александр,Михайлов,8,Лампочка LED,3,900
6,04197ce9a77c67645d0245a96cbcf6d7,2023-08-21T00:00:00,1,Ростов,1419,Евгения,Алексеева,2,Молоко 5%,4,600
7,687cf5801f5990bc4366601ffed91c9d,2023-08-21T00:00:00,1,Ростов,6000,Алексей,Иванов,11,Хлеб ржаной,2,40
8,9ad7c39e550e8a6ee435cf818f90a297,2023-08-21T00:00:00,2,Ярославль,7208,Константин,Сидоров,9,Ручка шариковая,5,225
9,80879fafd1124aa98c22b28e9a0fe0ee,2023-08-21T00:00:00,1,Ростов,3206,Олег,Сидоров,5,Яблоко молодильное,1,400
10,decff471e56b964a0746ecf630d80e82,2023-08-21T00:00:00,0,Москва,3017,Светлана,Великая,4,Сахар песок,4,200
11,5dac9491cbf61518d26f1597caa78436,2023-08-21T00:00:00,1,Ростов,7910,Анна,Орлова,0,Молоко 1%,5,500
12,4ce161f8e2abcee9c86ad5ebfe95cba7,2023-08-21T00:00:00,1,Ростов,8415,Снежанна,Алексеева,11,Хлеб ржаной,4,80
13,ae49cd3de9f33c89b05e327e94ecd692,2023-08-21T00:00:00,0,Москва,2010,Ольга,Великая,4,Сахар песок,2,100
14,713c084344e04a2cbd1ef82be8949378,2023-08-21T00:00:00,0,Москва,8812,Снежанна,Козлова,1,Молоко 3%,1,120
15,b9f17e0a27a6e1c2991ab6b1642d95cf,2023-08-21T00:00:00,1,Ростов,4709,Сергей,Соколов,9,Ручка шариковая,5,225
16,323408367db94ffa25c501743e197fbb,2023-08-21T00:00:00,0,Москва,8207,Геннадий,Сидоров,7,Средство для мытья посуды,2,400
17,3ca635c68f53eed3b1d7eeb3f902626e,2023-08-21T00:00:00,2,Ярославль,8903,Геннадий,Новиков,4,Сахар песок,4,200
